status,hmm_id,architecture,dimension,seed,n_train,best_epoch,best_val_ce,final_batch_size,epochs_completed,parameter_count,device,test_ce_h1,test_ce_h2,test_ce_h3,test_ce_h4,result_file
done,bank_K3_i000588,Transformer,128,2,512,14,1.5649734400212765,16,22,201224,cpu,1.648153118789196,1.6240346431732178,1.6566557884216309,1.5831569507718086,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n512/seed2/DONE.json
done,bank_K3_i000588,Transformer,128,3,512,30,1.6105156131088734,16,38,201224,cpu,1.6371978893876076,1.6282835379242897,1.6088139861822128,1.57538291066885,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n512/seed3/DONE.json
done,bank_K3_i000588,Transformer,128,4,512,20,1.6199749447405338,16,28,201224,cpu,1.6022834107279778,1.653507612645626,1.5562562048435211,1.6226263716816902,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n512/seed4/DONE.json
done,bank_K3_i000588,Transformer,128,5,512,42,1.592717446386814,16,48,201224,cpu,1.5924572125077248,1.5875224024057388,1.6391888409852982,1.5933114066720009,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n512/seed5/DONE.json
done,bank_K3_i000588,Transformer,128,1,1024,4,1.5724008828401566,16,12,201224,cpu,1.584787778556347,1.636399671435356,1.6053107902407646,1.5892155766487122,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n1024/seed1/DONE.json
done,bank_K3_i000588,Transformer,128,2,1024,13,1.557929139584303,16,21,201224,cpu,1.6129312738776207,1.552415668964386,1.518477514386177,1.6409043297171593,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n1024/seed2/DONE.json
done,bank_K3_i000588,Transformer,128,3,1024,14,1.5587995015084743,16,22,201224,cpu,1.5925203114748,1.5610800087451937,1.606720857322216,1.6209312230348587,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n1024/seed3/DONE.json
done,bank_K3_i000588,Transformer,128,4,1024,7,1.538159430027008,16,15,201224,cpu,1.6165916919708252,1.5908426195383072,1.6066393703222277,1.594558946788311,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n1024/seed4/DONE.json
done,bank_K3_i000588,Transformer,128,5,1024,18,1.6167053282260897,16,26,201224,cpu,1.6246458664536476,1.56457532197237,1.5842218101024628,1.5676128715276718,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n1024/seed5/DONE.json
done,bank_K3_i001156,GRU,128,1,64,28,1.7080419100821018,16,36,101256,cpu,1.6877438947558403,1.7159652337431908,1.6901488155126572,1.6823854967951777,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i001156/gru/d128/n64/seed1/DONE.json
