file,column,dtype,description
data/selections/dataset_realization_selected_hmms.csv,selection_protocol,object,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sv1,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sv2,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_signal,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_effective_rank,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_numerical_rank,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_r90,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sigma90,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_kappa90,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_r95,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sigma95,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_kappa95,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_r99,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sigma99,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_kappa99,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,hmm_file,object,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sv3,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sv4,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,pred_h4_m3_sv5,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,subset_cluster,int64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,distance_to_subset_cluster_center,float64,See the corresponding protocol and reconstruction script.
data/selections/dataset_realization_selected_hmms.csv,subset_cluster_size,int64,See the corresponding protocol and reconstruction script.
docs/REPRODUCIBILITY_MATRIX.csv,paper_item,object,See the corresponding protocol and reconstruction script.
docs/REPRODUCIBILITY_MATRIX.csv,analysis,object,See the corresponding protocol and reconstruction script.
docs/REPRODUCIBILITY_MATRIX.csv,primary_source,object,See the corresponding protocol and reconstruction script.
docs/REPRODUCIBILITY_MATRIX.csv,code_source,object,See the corresponding protocol and reconstruction script.
docs/REPRODUCIBILITY_MATRIX.csv,status,object,See the corresponding protocol and reconstruction script.
docs/SCHEMA.csv,file,object,See the corresponding protocol and reconstruction script.
docs/SCHEMA.csv,column,object,See the corresponding protocol and reconstruction script.
docs/SCHEMA.csv,dtype,object,See the corresponding protocol and reconstruction script.
docs/SCHEMA.csv,description,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_external_transfer.csv,generator_scope,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_external_transfer.csv,architecture,object,Learner architecture.
outputs/paper_tables/appendix_external_transfer.csv,outcome,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_external_transfer.csv,model,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_external_transfer.csv,n_external,int64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_external_transfer.csv,mae,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_external_transfer.csv,rmse,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_external_transfer.csv,r2,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_strict_effects.csv,pair_type,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_strict_effects.csv,architecture,object,Learner architecture.
outputs/paper_tables/appendix_strict_effects.csv,n_pairs,int64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_strict_effects.csv,mean_effect,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_strict_effects.csv,ci_low,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/appendix_strict_effects.csv,ci_high,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/external_pls_composite_transfer.csv,model,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/external_pls_composite_transfer.csv,external_rmse,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/external_pls_composite_transfer.csv,improvement_vs_K_only_percent,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table24_dataset_realization_stability.csv,architecture,object,Learner architecture.
outputs/paper_tables/table24_dataset_realization_stability.csv,outcome,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table24_dataset_realization_stability.csv,process_icc,float64,Process ICC across dataset realizations.
outputs/paper_tables/table24_dataset_realization_stability.csv,icc_ci_low,float64,Lower percentile bootstrap bound for process ICC.
outputs/paper_tables/table24_dataset_realization_stability.csv,icc_ci_high,float64,Upper percentile bootstrap bound for process ICC.
outputs/paper_tables/table24_dataset_realization_stability.csv,dataset_pair_spearman_min,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table24_dataset_realization_stability.csv,dataset_pair_spearman_max,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table25_dataset_realization_frozen_prediction.csv,architecture,object,Learner architecture.
outputs/paper_tables/table25_dataset_realization_frozen_prediction.csv,dataset_replicate,int64,Dataset realization identifier (0 original; 1-2 independently regenerated).
outputs/paper_tables/table25_dataset_realization_frozen_prediction.csv,K_only_rmse,float64,RMSE of the frozen K-only predictor.
outputs/paper_tables/table25_dataset_realization_frozen_prediction.csv,augmented_rmse,float64,RMSE of the frozen augmented-profile predictor.
outputs/paper_tables/table25_dataset_realization_frozen_prediction.csv,augmented_rmse_reduction_percent,float64,Percentage RMSE reduction of augmented profile relative to K-only.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,architecture,object,Learner architecture.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,outcome,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,model,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,n_development,int64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,n_confirmatory,int64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,mae,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,rmse,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table2_confirmatory_frozen_prediction.csv,r2,float64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table3_confirmatory_crossK.csv,architecture,object,Learner architecture.
outputs/paper_tables/table3_confirmatory_crossK.csv,outcome,object,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table3_confirmatory_crossK.csv,K_a,int64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table3_confirmatory_crossK.csv,K_b,int64,See the corresponding protocol and reconstruction script.
outputs/paper_tables/table3_confirmatory_crossK.csv,n_pairs,int64,See the corresponding protocol and reconstruction script.
